movie,director,m_year,crit_rank,critic,crit_org,crit_cn,link,dir_cn
Inside Out,Pete Docter,2015,9,Matt Singer,ScreenCrush,US,/name/nm0230032/,"Bloomington, Minnesota, USA"
Step Brothers,Adam McKay,2008,10,Matt Singer,ScreenCrush,US,/name/nm0570912/,"Philadelphia, Pennsylvania, USA"
Bright Star,Jane Campion,2009,1,Justine A Smith,Freelance film critic,Canada,/name/nm0001005/,"Wellington, New Zealand"
Mad Max: Fury Road,George Miller,2015,2,Justine A Smith,Freelance film critic,Canada,/name/nm0004306/,"Chinchilla, Queensland, Australia"
Caché,Michael Haneke,2005,3,Justine A Smith,Freelance film critic,Canada,/name/nm0359734/,"Munich, Bavaria, Germany"
Zodiac,David Fincher,2007,4,Justine A Smith,Freelance film critic,Canada,/name/nm0000399/,"Denver, Colorado, USA"
Mr Turner,Mike Leigh,2014,5,Justine A Smith,Freelance film critic,Canada,/name/nm0005139/,"Salford, Greater Manchester, England, UK"
Amour,Michael Haneke,2012,6,Justine A Smith,Freelance film critic,Canada,/name/nm0359734/,"Munich, Bavaria, Germany"
The Master,Paul Thomas Anderson,2012,7,Justine A Smith,Freelance film critic,Canada,/name/nm0000759/,"Studio City, California, USA"
Only Lovers Left Alive,Jim Jarmusch,2013,8,Justine A Smith,Freelance film critic,Canada,/name/nm0000464/,"Akron, Ohio, USA"
Inside Llewyn Davis,Joel and Ethan Coen,2013,9,Justine A Smith,Freelance film critic,Canada,,
Tabu,Miguel Gomes,2012,10,Justine A Smith,Freelance film critic,Canada,/name/nm0326937/,"Lisbon, Portugal"
Memento,Christopher Nolan,2000,1,Eric D Snider,Freelance film critic,US,/name/nm0634240/,"London, England, UK"
Requiem for a Dream,Darren Aronofsky,2000,2,Eric D Snider,Freelance film critic,US,/name/nm0004716/,"Brooklyn, New York City, New York, USA"
The Lord of the Rings: The Return of the King,Peter Jackson,2003,3,Eric D Snider,Freelance film critic,US,/name/nm0001392/,"Pukerua Bay, North Island, New Zealand"
Drive,Nicolas Winding Refn,2011,4,Eric D Snider,Freelance film critic,US,/name/nm0716347/,"Copenhagen, Denmark"
Holy Motors,Leos Carax,2012,5,Eric D Snider,Freelance film critic,US,/name/nm0136021/,"Suresnes, Seine [now Hauts-de-Seine], France"
Mad Max: Fury Road,George Miller,2015,6,Eric D Snider,Freelance film critic,US,/name/nm0004306/,"Chinchilla, Queensland, Australia"
Kill List,Ben Wheatley,2011,7,Eric D Snider,Freelance film critic,US,/name/nm1296554/,"Billericay, Essex, England, UK"
Toy Story 3,Lee Unkrich,2010,8,Eric D Snider,Freelance film critic,US,/name/nm0881279/,"Cleveland, Ohio, USA"
Kiss Kiss Bang Bang,Shane Black,2005,9,Eric D Snider,Freelance film critic,US,/name/nm0000948/,"Pittsburgh, Pennsylvania, USA"
Inside Llewyn Davis,Joel and Ethan Coen,2013,10,Eric D Snider,Freelance film critic,US,,
Mulholland Drive,David Lynch,2001,1,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0000186/,"Missoula, Montana, USA"
No Country For Old Men,Joel and Ethan Coen,2007,2,Soh Jae Yong,Seoul Institute of the Arts,South Korea,,
Amélie,Jean-Pierre Jeunet,2001,3,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0000466/,"Roanne, Loire, Rhône-Alpes, France"
Memento,Christopher Nolan,2000,4,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0634240/,"London, England, UK"
In the Mood for Love,Wong Kar-wai,2000,5,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0939182/,"Shanghai, China"
Talk to Her,Pedro Almodóvar,2002,6,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0000264/,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain"
Memories of Murder,Bong Joon-ho,2003,7,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0094435/,"Daegu, South Korea"
WALL-E,Andrew Stanton,2008,8,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0004056/,"Boston, Massachusetts, USA"
Bowling for Columbine,Michael Moore,2002,9,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0601619/,"Flint, Michigan, USA"
Children of Men,Alfonso Cuarón,2006,10,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0190859/,"Mexico City, Distrito Federal, Mexico"
Mulholland Drive,David Lynch,2001,1,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm0000186/,"Missoula, Montana, USA"
Son of Saul,László Nemes,2015,2,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm1841577/,"Budapest, Hungary"
Ida,PaweÅ Pawlikowski,2013,3,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm0667734/,"Warsaw, Mazowieckie, Poland"
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,4,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm0327273/,"Versailles, Seine-et-Oise [now Yvelines], France"
The White Ribbon,Michael Haneke,2009,5,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm0359734/,"Munich, Bavaria, Germany"
Still Walking,Hirokazu Koreeda,2008,6,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm0466153/,"Tokyo, Japan"
The Act of Killing,Joshua Oppenheimer,2012,7,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm1484791/,"Texas, USA"
Dogville,Lars von Trier,2003,8,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm0001885/,"Copenhagen, Denmark"
Birdman,Alejandro González Iñárritu,2014,9,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm0327944/,"Mexico City, Distrito Federal, Mexico"
Grizzly Man,Werner Herzog,2005,10,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm0001348/,"Munich, Bavaria, Germany"
Amour,Michael Haneke,2012,1,David Stratton,The Australian,Australia,/name/nm0359734/,"Munich, Bavaria, Germany"
Distant,Nuri Bilge Ceylan,2002,2,David Stratton,The Australian,Australia,/name/nm0149196/,"Istanbul, Turkey"
A Separation,Asghar Farhadi,2011,3,David Stratton,The Australian,Australia,/name/nm1410815/,"Khomeyni Shahr, Isfahan, Iran"
Samson & Delilah,Warwick Thornton,2009,4,David Stratton,The Australian,Australia,/name/nm0861610/,"Alice Springs, Northern Territory, Australia"
Leviathan,Andrey Zvyagintsev,2014,5,David Stratton,The Australian,Australia,/name/nm1168657/,"Novosibirsk, Novosibirskaya oblast, RSFSR, USSR [now Russia]"
Still Walking,Hirokazu Koreeda,2008,6,David Stratton,The Australian,Australia,/name/nm0466153/,"Tokyo, Japan"
Talk to Her,Pedro Almodóvar,2002,7,David Stratton,The Australian,Australia,/name/nm0000264/,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain"
Million Dollar Baby,Clint Eastwood,2004,8,David Stratton,The Australian,Australia,/name/nm0000142/,"San Francisco, California, USA"
No Country For Old Men,Joel and Ethan Coen,2007,9,David Stratton,The Australian,Australia,,
The Man Without A Past,Aki Kaurismäki,2002,10,David Stratton,The Australian,Australia,/name/nm0442454/,"Orimattila, Finland"
Mysteries of Lisbon,Raoul Ruiz,2010,1,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0749914/,"Puerto Montt, Chile"
Margaret,Kenneth Lonergan,2011,2,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0518836/,"New York City, New York, USA"
The New World,Terrence Malick,2005,3,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0000517/,"Ottawa, Illinois, USA"
Secret Things,Jean-Claude Brisseau,2002,4,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0109885/,"Paris, France"
La Ciénaga,Lucrecia Martel,2001,5,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0551506/,"Salta, Argentina"
Toni Erdmann,Maren Ade,2016,6,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0011752/,"Karlsruhe, Baden-Württemberg, Germany"
In the Family,Patrick Wang,2011,7,Cédric Succivalli,International Cinephile Society,Italy,/name/nm1169526/,
Tabu,Miguel Gomes,2012,8,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0326937/,"Lisbon, Portugal"
Gerry,Gus Van Sant,2002,9,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0001814/,"Louisville, Kentucky, USA"
Tropical Malady,Apichatpong Weerasethakul,2004,10,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0917405/,"Bangkok, Thailand"
The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011,1,Alin Tasciyan,Star,Turkey,,
The Return,Andrey Zvyagintsev,2003,2,Alin Tasciyan,Star,Turkey,/name/nm1168657/,"Novosibirsk, Novosibirskaya oblast, RSFSR, USSR [now Russia]"
The White Ribbon,Michael Haneke,2009,3,Alin Tasciyan,Star,Turkey,/name/nm0359734/,"Munich, Bavaria, Germany"
In the Mood for Love,Wong Kar-wai,2000,4,Alin Tasciyan,Star,Turkey,/name/nm0939182/,"Shanghai, China"
Songs from the Second Floor,Roy Andersson,2000,5,Alin Tasciyan,Star,Turkey,/name/nm0027815/,"Gothenburg, Västra Götalands län, Sweden"
Journey to the West,Tsai Ming-liang,2014,6,Alin Tasciyan,Star,Turkey,/name/nm0158857/,"Kuching, Sarawak, Malaysia"
The 3 Rooms of Melancholia,Pirjo Honkasalo,2004,7,Alin Tasciyan,Star,Turkey,/name/nm0393345/,"Helsinki, Finland"
The Gleaners and I,Agnès Varda,2000,8,Alin Tasciyan,Star,Turkey,/name/nm0889513/,"Ixelles, Belgium"
Spirited Away,Hayao Miyazaki,2001,9,Alin Tasciyan,Star,Turkey,/name/nm0594503/,"Tokyo, Japan"
Japon,Carlos Reygadas,2002,10,Alin Tasciyan,Star,Turkey,/name/nm1196161/,"Mexico City, Distrito Federal, Mexico"
Blue Is the Warmest Color,Abdellatif Kechiche,2013,1,Charles Taylor,The Yale Review,US,/name/nm0444244/,"Tunis, Tunisia"
Only Lovers Left Alive,Jim Jarmusch,2013,2,Charles Taylor,The Yale Review,US,/name/nm0000464/,"Akron, Ohio, USA"
Mulholland Drive,David Lynch,2001,3,Charles Taylor,The Yale Review,US,/name/nm0000186/,"Missoula, Montana, USA"
Somewhere,Sofia Coppola,2010,4,Charles Taylor,The Yale Review,US,/name/nm0001068/,"New York City, New York, USA"
25th Hour,Spike Lee,2002,5,Charles Taylor,The Yale Review,US,/name/nm0000490/,"Atlanta, Georgia, USA"
Inglourious Basterds,Quentin Tarantino,2009,6,Charles Taylor,The Yale Review,US,/name/nm0000233/,"Knoxville, Tennessee, USA"
The Artist,Michel Hazanavicius,2011,7,Charles Taylor,The Yale Review,US,/name/nm0371890/,"Paris, France"
Phoenix,Christian Petzold,2014,8,Charles Taylor,The Yale Review,US,/name/nm0678857/,"Hilden, North Rhine-Westphalia, Germany"
Femme Fatale,Brian De Palma,2002,9,Charles Taylor,The Yale Review,US,/name/nm0000361/,"Newark, New Jersey, USA"
Fantastic Mr Fox,Wes Anderson,2009,10,Charles Taylor,The Yale Review,US,/name/nm0027572/,"Houston, Texas, USA"
Neighboring Sounds,Kleber Mendonça Filho,2012,1,Ella Taylor,NPR.org,US,/name/nm2207625/,"Recife, Pernambuco, Brazil"
The Master,Paul Thomas Anderson,2012,2,Ella Taylor,NPR.org,US,/name/nm0000759/,"Studio City, California, USA"
The Band’s Visit,Eran Kolirin,2007,3,Ella Taylor,NPR.org,US,/name/nm0464115/,"Holon, Israel"
Time Out,Laurent Cantet,2001,4,Ella Taylor,NPR.org,US,/name/nm0134559/,"Melle, Deux-Sevres, France"
Margaret,Kenneth Lonergan,2011,5,Ella Taylor,NPR.org,US,/name/nm0518836/,"New York City, New York, USA"
Ratatouille,Brad Bird and Jan Pinkava,2007,6,Ella Taylor,NPR.org,US,,
Burning Bush,Agnieszka Holland,2013,7,Ella Taylor,NPR.org,US,/name/nm0002140/,"Warsaw, Mazowieckie, Poland"
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,8,Ella Taylor,NPR.org,US,/name/nm0612816/,"Iasi, Romania"
Leviathan,Andrey Zvyagintsev,2014,9,Ella Taylor,NPR.org,US,/name/nm1168657/,"Novosibirsk, Novosibirskaya oblast, RSFSR, USSR [now Russia]"
Barbara,Christian Petzold,2012,10,Ella Taylor,NPR.org,US,/name/nm0678857/,"Hilden, North Rhine-Westphalia, Germany"
The Assassin,Hou Hsiao-hsien,2015,1,Stephen Teo,Nanyang Techological University,Singapore,/name/nm0396284/,"Meixian, Guangdong, China"
The Grand Budapest Hotel,Wes Anderson,2014,2,Stephen Teo,Nanyang Techological University,Singapore,/name/nm0027572/,"Houston, Texas, USA"
Inception,Christopher Nolan,2010,3,Stephen Teo,Nanyang Techological University,Singapore,/name/nm0634240/,"London, England, UK"
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,4,Stephen Teo,Nanyang Techological University,Singapore,/name/nm0917405/,"Bangkok, Thailand"
The Act of Killing,Joshua Oppenheimer,2012,5,Stephen Teo,Nanyang Techological University,Singapore,/name/nm1484791/,"Texas, USA"
No Country For Old Men,Joel and Ethan Coen,2007,6,Stephen Teo,Nanyang Techological University,Singapore,,
A Tale of Two Sisters,Kim Jee-woon,2003,7,Stephen Teo,Nanyang Techological University,Singapore,/name/nm0453518/,"Seoul, South Korea"
Still Life,Jia Zhangke,2006,8,Stephen Teo,Nanyang Techological University,Singapore,/name/nm0422605/,"Fenyang, Shanxi, China"
Spirited Away,Hayao Miyazaki,2001,9,Stephen Teo,Nanyang Techological University,Singapore,/name/nm0594503/,"Tokyo, Japan"
In the Mood for Love,Wong Kar-wai,2000,10,Stephen Teo,Nanyang Techological University,Singapore,/name/nm0939182/,"Shanghai, China"
Goodbye to Language,Jean-Luc Godard,2014,1,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0000419/,"Paris, France"
Russian Ark,Aleksandr Sokurov,2002,2,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0812546/,"Podorvikha, Irkutskaya oblast, RSFSR, USSR [now Russia]"
Holy Motors,Leos Carax,2012,3,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0136021/,"Suresnes, Seine [now Hauts-de-Seine], France"
In the Mood for Love,Wong Kar-wai,2000,4,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0939182/,"Shanghai, China"
Gravity,Alfonso Cuarón,2013,5,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0190859/,"Mexico City, Distrito Federal, Mexico"
There Will Be Blood,Paul Thomas Anderson,2007,6,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0000759/,"Studio City, California, USA"
About Elly,Asghar Farhadi,2009,7,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm1410815/,"Khomeyni Shahr, Isfahan, Iran"
Moonrise Kingdom,Wes Anderson,2012,8,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0027572/,"Houston, Texas, USA"
The Headless Woman,Lucrecia Martel,2008,9,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0551506/,"Salta, Argentina"
Pan's Labyrinth,Guillermo Del Toro,2006,10,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0868219/,"Guadalajara, Jalisco, Mexico"
The Tree of Life,Terrence Malick,2011,1,Scott Tobias,Freelance film critic,US,/name/nm0000517/,"Ottawa, Illinois, USA"
Boyhood,Richard Linklater,2014,2,Scott Tobias,Freelance film critic,US,/name/nm0000500/,"Houston, Texas, USA"
Zodiac,David Fincher,2007,3,Scott Tobias,Freelance film critic,US,/name/nm0000399/,"Denver, Colorado, USA"
Yi Yi: A One and a Two,Edward Yang,2000,4,Scott Tobias,Freelance film critic,US,/name/nm0945981/,"Shanghai, China"
Margaret,Kenneth Lonergan,2011,5,Scott Tobias,Freelance film critic,US,/name/nm0518836/,"New York City, New York, USA"
Meek's Cutoff,Kelly Reichardt,2010,6,Scott Tobias,Freelance film critic,US,/name/nm0716980/,
25th Hour,Spike Lee,2002,7,Scott Tobias,Freelance film critic,US,/name/nm0000490/,"Atlanta, Georgia, USA"
A Separation,Asghar Farhadi,2011,8,Scott Tobias,Freelance film critic,US,/name/nm1410815/,"Khomeyni Shahr, Isfahan, Iran"
Certified Copy,Abbas Kiarostami,2010,9,Scott Tobias,Freelance film critic,US,/name/nm0452102/,"Tehran, Iran"
There Will Be Blood,Paul Thomas Anderson,2007,10,Scott Tobias,Freelance film critic,US,/name/nm0000759/,"Studio City, California, USA"
Mulholland Drive,David Lynch,2001,1,Peter Travers,Rolling Stone,US,/name/nm0000186/,"Missoula, Montana, USA"
There Will Be Blood,Paul Thomas Anderson,2007,2,Peter Travers,Rolling Stone,US,/name/nm0000759/,"Studio City, California, USA"
No Country For Old Men,Joel and Ethan Coen,2007,3,Peter Travers,Rolling Stone,US,,
The Social Network,David Fincher,2010,4,Peter Travers,Rolling Stone,US,/name/nm0000399/,"Denver, Colorado, USA"
Children of Men,Alfonso Cuarón,2006,5,Peter Travers,Rolling Stone,US,/name/nm0190859/,"Mexico City, Distrito Federal, Mexico"
The Departed,Martin Scorsese,2006,6,Peter Travers,Rolling Stone,US,/name/nm0000217/,"Queens, New York City, New York, USA"
In the Mood for Love,Wong Kar-wai,2000,7,Peter Travers,Rolling Stone,US,/name/nm0939182/,"Shanghai, China"
12 Years a Slave,Steve McQueen,2013,8,Peter Travers,Rolling Stone,US,/name/nm0000537/,"Beech Grove, Indiana, USA"
Memento,Christopher Nolan,2000,9,Peter Travers,Rolling Stone,US,/name/nm0634240/,"London, England, UK"
Manchester by the Sea,Kenneth Lonergan,2016,10,Peter Travers,Rolling Stone,US,/name/nm0518836/,"New York City, New York, USA"
The Dark Knight,Christopher Nolan,2008,1,Brian Truitt,USA Today,US,/name/nm0634240/,"London, England, UK"
Mad Max: Fury Road,George Miller,2015,2,Brian Truitt,USA Today,US,/name/nm0004306/,"Chinchilla, Queensland, Australia"
Captain America: Winter Soldier,Anthony and Joe Russo,2014,3,Brian Truitt,USA Today,US,,
Star Wars: Episode VII – The Force Awakens,J. J. Abrams,2015,4,Brian Truitt,USA Today,US,/name/nm0009190/,"New York City, New York, USA"
Love Actually,Richard Curtis,2003,5,Brian Truitt,USA Today,US,/name/nm0193485/,"Wellington, New Zealand"
Brick,Rian Johnson,2005,6,Brian Truitt,USA Today,US,/name/nm0426059/,"Silver Spring, Maryland, USA"
Chicago,Rob Marshall,2002,7,Brian Truitt,USA Today,US,/name/nm0551128/,"Madison, Wisconsin, USA"
Tropic Thunder,Ben Stiller,2008,8,Brian Truitt,USA Today,US,/name/nm0001774/,"New York City, New York, USA"
High Fidelity,Stephen Frears,2000,9,Brian Truitt,USA Today,US,/name/nm0001241/,"Leicester, Leicestershire, England, UK"
Silver Linings Playbook,David O. Russell,2012,10,Brian Truitt,USA Today,US,/name/nm0751102/,"Manhattan, New York City, New York, USA"
City of God,Fernando Meirelles and Kátia Lund,2002,1,Rahul Verma,Freelance film critic,UK,,
The Dark Knight,Christopher Nolan,2008,2,Rahul Verma,Freelance film critic,UK,/name/nm0634240/,"London, England, UK"
Pan's Labyrinth,Guillermo Del Toro,2006,3,Rahul Verma,Freelance film critic,UK,/name/nm0868219/,"Guadalajara, Jalisco, Mexico"
The Lives of Others,Florian Henckel von Donnersmarck,2006,4,Rahul Verma,Freelance film critic,UK,/name/nm0003697/,"Cologne, North Rhine-Westphalia, Germany"
Four Lions,Christopher Morris,2010,5,Rahul Verma,Freelance film critic,UK,/name/nm0606439/,"Bristol, England, UK"
Amores Perros,Alejandro González Iñárritu,2000,6,Rahul Verma,Freelance film critic,UK,/name/nm0327944/,"Mexico City, Distrito Federal, Mexico"
Gangs of Wasseypur,Anurag Kashyap,2012,7,Rahul Verma,Freelance film critic,UK,/name/nm0440604/,"Gorakhpur, Uttar Pradesh, India"
District 9,Neill Blomkamp,2009,8,Rahul Verma,Freelance film critic,UK,/name/nm0088955/,"Johannesburg, South Africa"
Lagaan: Once Upon a Time in India,Ashutosh Gowariker,2001,9,Rahul Verma,Freelance film critic,UK,/name/nm0332950/,"Kolhapur, Maharashtra, India"
This Is England,Shane Meadows,2006,10,Rahul Verma,Freelance film critic,UK,/name/nm0276349/,"Uttoxeter, Staffordshire, England, UK"
Mulholland Drive,David Lynch,2001,1,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/name/nm0000186/,"Missoula, Montana, USA"
The Assassin,Hou Hsiao-hsien,2015,2,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/name/nm0396284/,"Meixian, Guangdong, China"
A Separation,Asghar Farhadi,2011,3,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/name/nm1410815/,"Khomeyni Shahr, Isfahan, Iran"
Moulin Rouge!,Baz Luhrmann,2001,4,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/name/nm0525303/,"New South Wales, Australia"
Tropical Malady,Apichatpong Weerasethakul,2004,5,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/name/nm0917405/,"Bangkok, Thailand"
In the Mood for Love,Wong Kar-wai,2000,6,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/name/nm0939182/,"Shanghai, China"
Spirited Away,Hayao Miyazaki,2001,7,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/name/nm0594503/,"Tokyo, Japan"
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,8,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/name/nm0612816/,"Iasi, Romania"
Yi Yi: A One and a Two,Edward Yang,2000,9,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/name/nm0945981/,"Shanghai, China"
Bowling for Columbine,Michael Moore,2002,10,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/name/nm0601619/,"Flint, Michigan, USA"
Shame,Steve McQueen,2011,1,Stephen Whitty,Freelance film critic,US,/name/nm0000537/,"Beech Grove, Indiana, USA"
There Will Be Blood,Paul Thomas Anderson,2007,2,Stephen Whitty,Freelance film critic,US,/name/nm0000759/,"Studio City, California, USA"
Pan's Labyrinth,Guillermo Del Toro,2006,3,Stephen Whitty,Freelance film critic,US,/name/nm0868219/,"Guadalajara, Jalisco, Mexico"
The Skin I Live In,Pedro Almodóvar,2011,4,Stephen Whitty,Freelance film critic,US,/name/nm0000264/,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain"
