movie,director,m_year,crit_rank,critic,crit_org,crit_cn,link,dir_cn,dir_cn_geocode
Before Sunset,Richard Linklater,2004,7,Catherine Shoard,The Guardian,UK,/name/nm0000500/,"Houston, Texas, USA","[29.7589382, -95.3676974]"
Team America: World Police,Trey Parker,2004,8,Catherine Shoard,The Guardian,UK,/name/nm0005295/,"Conifer, Colorado, USA","[39.5233424, -105.3054994]"
Dogville,Lars von Trier,2003,9,Catherine Shoard,The Guardian,UK,/name/nm0001885/,"Copenhagen, Denmark","[55.6867243, 12.5700724]"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,2006,10,Catherine Shoard,The Guardian,UK,/name/nm0153078/,"Brooklyn, New York City, New York, USA","[40.6526006, -73.9497211]"
Yi Yi: A One and a Two,Edward Yang,2000,1,Yael Shuv,Time Out Tel Aviv,Israel,/name/nm0945981/,"Shanghai, China","[31.2322758, 121.4692071]"
Spirited Away,Hayao Miyazaki,2001,2,Yael Shuv,Time Out Tel Aviv,Israel,/name/nm0594503/,"Tokyo, Japan","[35.6828387, 139.7594549]"
Margaret,Kenneth Lonergan,2011,3,Yael Shuv,Time Out Tel Aviv,Israel,/name/nm0518836/,"New York City, New York, USA","[40.7127281, -74.0060152]"
There Will Be Blood,Paul Thomas Anderson,2007,4,Yael Shuv,Time Out Tel Aviv,Israel,/name/nm0000759/,"Studio City, California, USA","[34.1483989, -118.3961877]"
The Grand Budapest Hotel,Wes Anderson,2014,5,Yael Shuv,Time Out Tel Aviv,Israel,/name/nm0027572/,"Houston, Texas, USA","[29.7589382, -95.3676974]"
Still Walking,Hirokazu Koreeda,2008,6,Yael Shuv,Time Out Tel Aviv,Israel,/name/nm0466153/,"Tokyo, Japan","[35.6828387, 139.7594549]"
Moolaadé,Ousmane Sembène,2004,7,Yael Shuv,Time Out Tel Aviv,Israel,/name/nm0783733/,"Ziguenchor, Casamance, Senegal",
Memento,Christopher Nolan,2000,8,Yael Shuv,Time Out Tel Aviv,Israel,/name/nm0634240/,"London, England, UK","[51.5073219, -0.1276474]"
Oldboy,Park Chan-wook,2003,9,Yael Shuv,Time Out Tel Aviv,Israel,/name/nm0661791/,"Seoul, South Korea","[37.5666791, 126.9782914]"
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,10,Yael Shuv,Time Out Tel Aviv,Israel,/name/nm0000487/,"Pingtung, Taiwan","[22.6828017, 120.487928]"
Boyhood,Richard Linklater,2014,1,Matt Singer,ScreenCrush,US,/name/nm0000500/,"Houston, Texas, USA","[29.7589382, -95.3676974]"
Holy Motors,Leos Carax,2012,2,Matt Singer,ScreenCrush,US,/name/nm0136021/,"Suresnes, Hauts-de-Seine, France","[48.8709053, 2.2255727]"
Mulholland Drive,David Lynch,2001,3,Matt Singer,ScreenCrush,US,/name/nm0000186/,"Missoula, Montana, USA","[46.8701049, -113.995267]"
Memento,Christopher Nolan,2000,4,Matt Singer,ScreenCrush,US,/name/nm0634240/,"London, England, UK","[51.5073219, -0.1276474]"
The Master,Paul Thomas Anderson,2012,5,Matt Singer,ScreenCrush,US,/name/nm0000759/,"Studio City, California, USA","[34.1483989, -118.3961877]"
Inside Llewyn Davis,Joel and Ethan Coen,2013,6,Matt Singer,ScreenCrush,US,,,"[46.3144754, 11.0480288]"
The Diving Bell and the Butterfly,Julian Schnabel,2007,7,Matt Singer,ScreenCrush,US,/name/nm0773603/,"Brooklyn, New York, USA","[40.6526006, -73.9497211]"
My Winnipeg,Guy Maddin,2007,8,Matt Singer,ScreenCrush,US,/name/nm0534665/,"Winnipeg, Manitoba, Canada","[49.8955367, -97.1384584]"
Inside Out,Pete Docter,2015,9,Matt Singer,ScreenCrush,US,/name/nm0230032/,"Bloomington, Minnesota, USA","[44.8322405, -93.3204872]"
Step Brothers,Adam McKay,2008,10,Matt Singer,ScreenCrush,US,/name/nm0570912/,"Philadelphia, Pennsylvania, USA","[39.9527237, -75.1635262]"
Bright Star,Jane Campion,2009,1,Justine A Smith,Freelance film critic,Canada,/name/nm0001005/,"Wellington, New Zealand","[-41.2887953, 174.7772114]"
Mad Max: Fury Road,George Miller,2015,2,Justine A Smith,Freelance film critic,Canada,/name/nm0004306/,"Chinchilla, Queensland, Australia","[-26.7416613, 150.6225161]"
Caché,Michael Haneke,2005,3,Justine A Smith,Freelance film critic,Canada,/name/nm0359734/,"Munich, Bavaria, Germany","[48.1371079, 11.5753822]"
Zodiac,David Fincher,2007,4,Justine A Smith,Freelance film critic,Canada,/name/nm0000399/,"Denver, Colorado, USA","[39.7392364, -104.9848623]"
Mr Turner,Mike Leigh,2014,5,Justine A Smith,Freelance film critic,Canada,/name/nm0005139/,"Salford, Greater Manchester, England, UK","[53.47903635, -2.3856990150907764]"
Amour,Michael Haneke,2012,6,Justine A Smith,Freelance film critic,Canada,/name/nm0359734/,"Munich, Bavaria, Germany","[48.1371079, 11.5753822]"
The Master,Paul Thomas Anderson,2012,7,Justine A Smith,Freelance film critic,Canada,/name/nm0000759/,"Studio City, California, USA","[34.1483989, -118.3961877]"
Only Lovers Left Alive,Jim Jarmusch,2013,8,Justine A Smith,Freelance film critic,Canada,/name/nm0000464/,"Akron, Ohio, USA","[41.083064, -81.518485]"
Inside Llewyn Davis,Joel and Ethan Coen,2013,9,Justine A Smith,Freelance film critic,Canada,,,"[46.3144754, 11.0480288]"
Tabu,Miguel Gomes,2012,10,Justine A Smith,Freelance film critic,Canada,/name/nm0326937/,"Lisbon, Portugal","[38.7077507, -9.1365919]"
Memento,Christopher Nolan,2000,1,Eric D Snider,Freelance film critic,US,/name/nm0634240/,"London, England, UK","[51.5073219, -0.1276474]"
Requiem for a Dream,Darren Aronofsky,2000,2,Eric D Snider,Freelance film critic,US,/name/nm0004716/,"Brooklyn, New York City, New York, USA","[40.6526006, -73.9497211]"
The Lord of the Rings: The Return of the King,Peter Jackson,2003,3,Eric D Snider,Freelance film critic,US,/name/nm0001392/,"Pukerua Bay, North Island, New Zealand",
Drive,Nicolas Winding Refn,2011,4,Eric D Snider,Freelance film critic,US,/name/nm0716347/,"Copenhagen, Denmark","[55.6867243, 12.5700724]"
Holy Motors,Leos Carax,2012,5,Eric D Snider,Freelance film critic,US,/name/nm0136021/,"Suresnes, Hauts-de-Seine, France","[48.8709053, 2.2255727]"
Mad Max: Fury Road,George Miller,2015,6,Eric D Snider,Freelance film critic,US,/name/nm0004306/,"Chinchilla, Queensland, Australia","[-26.7416613, 150.6225161]"
Kill List,Ben Wheatley,2011,7,Eric D Snider,Freelance film critic,US,/name/nm1296554/,"Billericay, Essex, England, UK","[51.6284395, 0.4218142]"
Toy Story 3,Lee Unkrich,2010,8,Eric D Snider,Freelance film critic,US,/name/nm0881279/,"Cleveland, Ohio, USA","[41.5051613, -81.6934446]"
Kiss Kiss Bang Bang,Shane Black,2005,9,Eric D Snider,Freelance film critic,US,/name/nm0000948/,"Pittsburgh, Pennsylvania, USA","[40.4416941, -79.9900861]"
Inside Llewyn Davis,Joel and Ethan Coen,2013,10,Eric D Snider,Freelance film critic,US,,,"[46.3144754, 11.0480288]"
Mulholland Drive,David Lynch,2001,1,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0000186/,"Missoula, Montana, USA","[46.8701049, -113.995267]"
No Country For Old Men,Joel and Ethan Coen,2007,2,Soh Jae Yong,Seoul Institute of the Arts,South Korea,,,"[46.3144754, 11.0480288]"
Amélie,Jean-Pierre Jeunet,2001,3,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0000466/,"Roanne, Loire, Rhône-Alpes, France","[46.0345572, 4.0729178]"
Memento,Christopher Nolan,2000,4,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0634240/,"London, England, UK","[51.5073219, -0.1276474]"
In the Mood for Love,Wong Kar-wai,2000,5,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0939182/,"Shanghai, China","[31.2322758, 121.4692071]"
Talk to Her,Pedro Almodóvar,2002,6,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0000264/,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain","[38.7043087, -3.7766972]"
Memories of Murder,Bong Joon-ho,2003,7,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0094435/,"Daegu, South Korea","[35.8713, 128.6018]"
WALL-E,Andrew Stanton,2008,8,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0004056/,"Boston, Massachusetts, USA","[42.3602534, -71.0582912]"
Bowling for Columbine,Michael Moore,2002,9,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0601619/,"Flint, Michigan, USA","[43.0161693, -83.6900211]"
Children of Men,Alfonso Cuarón,2006,10,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/name/nm0190859/,"Mexico City, Distrito Federal, Mexico","[19.4239552, -99.1757289]"
Mulholland Drive,David Lynch,2001,1,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm0000186/,"Missoula, Montana, USA","[46.8701049, -113.995267]"
Son of Saul,László Nemes,2015,2,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm1841577/,"Budapest, Hungary","[47.4979937, 19.0403594]"
Ida,PaweÅ Pawlikowski,2013,3,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm0667734/,"Warsaw, Mazowieckie, Poland","[52.2319581, 21.0067249]"
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,4,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm0327273/,"Versailles, Yvelines, France","[48.8035403, 2.1266886]"
The White Ribbon,Michael Haneke,2009,5,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm0359734/,"Munich, Bavaria, Germany","[48.1371079, 11.5753822]"
Still Walking,Hirokazu Koreeda,2008,6,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm0466153/,"Tokyo, Japan","[35.6828387, 139.7594549]"
The Act of Killing,Joshua Oppenheimer,2012,7,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm1484791/,"Texas, USA","[31.168570000000003, -99.68300099546674]"
Dogville,Lars von Trier,2003,8,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm0001885/,"Copenhagen, Denmark","[55.6867243, 12.5700724]"
Birdman,Alejandro González Iñárritu,2014,9,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm0327944/,"Mexico City, Distrito Federal, Mexico","[19.4239552, -99.1757289]"
Grizzly Man,Werner Herzog,2005,10,Fernanda Solórzano,Letras Libres Magazine,Mexico,/name/nm0001348/,"Munich, Bavaria, Germany","[48.1371079, 11.5753822]"
Amour,Michael Haneke,2012,1,David Stratton,The Australian,Australia,/name/nm0359734/,"Munich, Bavaria, Germany","[48.1371079, 11.5753822]"
Distant,Nuri Bilge Ceylan,2002,2,David Stratton,The Australian,Australia,/name/nm0149196/,"Istanbul, Turkey","[41.0096334, 28.9651646]"
A Separation,Asghar Farhadi,2011,3,David Stratton,The Australian,Australia,/name/nm1410815/,"Khomeyni Shahr, Isfahan, Iran","[32.6938201, 51.5254892]"
Samson & Delilah,Warwick Thornton,2009,4,David Stratton,The Australian,Australia,/name/nm0861610/,"Alice Springs, Northern Territory, Australia","[-23.6983884, 133.8812885]"
Leviathan,Andrey Zvyagintsev,2014,5,David Stratton,The Australian,Australia,/name/nm1168657/,"Novosibirsk, Novosibirskaya oblast, Russia","[54.8053593, 83.0887559]"
Still Walking,Hirokazu Koreeda,2008,6,David Stratton,The Australian,Australia,/name/nm0466153/,"Tokyo, Japan","[35.6828387, 139.7594549]"
Talk to Her,Pedro Almodóvar,2002,7,David Stratton,The Australian,Australia,/name/nm0000264/,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain","[38.7043087, -3.7766972]"
Million Dollar Baby,Clint Eastwood,2004,8,David Stratton,The Australian,Australia,/name/nm0000142/,"San Francisco, California, USA","[37.7790262, -122.419906]"
No Country For Old Men,Joel and Ethan Coen,2007,9,David Stratton,The Australian,Australia,,,"[46.3144754, 11.0480288]"
The Man Without A Past,Aki Kaurismäki,2002,10,David Stratton,The Australian,Australia,/name/nm0442454/,"Orimattila, Finland","[60.805137, 25.7333558]"
Mysteries of Lisbon,Raoul Ruiz,2010,1,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0749914/,"Puerto Montt, Chile","[-41.4718121, -72.939621]"
Margaret,Kenneth Lonergan,2011,2,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0518836/,"New York City, New York, USA","[40.7127281, -74.0060152]"
The New World,Terrence Malick,2005,3,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0000517/,"Ottawa, Illinois, USA","[41.3516628, -88.845436]"
Secret Things,Jean-Claude Brisseau,2002,4,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0109885/,"Paris, France","[48.8588897, 2.3200410217200766]"
La Ciénaga,Lucrecia Martel,2001,5,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0551506/,"Salta, Argentina","[-25.1076701, -64.3494964]"
Toni Erdmann,Maren Ade,2016,6,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0011752/,"Karlsruhe, Baden-Württemberg, Germany","[49.0068705, 8.4034195]"
In the Family,Patrick Wang,2011,7,Cédric Succivalli,International Cinephile Society,Italy,/name/nm1169526/,,"[46.3144754, 11.0480288]"
Tabu,Miguel Gomes,2012,8,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0326937/,"Lisbon, Portugal","[38.7077507, -9.1365919]"
Gerry,Gus Van Sant,2002,9,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0001814/,"Louisville, Kentucky, USA","[38.2542376, -85.759407]"
Tropical Malady,Apichatpong Weerasethakul,2004,10,Cédric Succivalli,International Cinephile Society,Italy,/name/nm0917405/,"Bangkok, Thailand","[13.7525438, 100.4934734]"
The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011,1,Alin Tasciyan,Star,Turkey,,,"[46.3144754, 11.0480288]"
The Return,Andrey Zvyagintsev,2003,2,Alin Tasciyan,Star,Turkey,/name/nm1168657/,"Novosibirsk, Novosibirskaya oblast, Russia","[54.8053593, 83.0887559]"
The White Ribbon,Michael Haneke,2009,3,Alin Tasciyan,Star,Turkey,/name/nm0359734/,"Munich, Bavaria, Germany","[48.1371079, 11.5753822]"
In the Mood for Love,Wong Kar-wai,2000,4,Alin Tasciyan,Star,Turkey,/name/nm0939182/,"Shanghai, China","[31.2322758, 121.4692071]"
Songs from the Second Floor,Roy Andersson,2000,5,Alin Tasciyan,Star,Turkey,/name/nm0027815/,"Gothenburg, Västra Götalands län, Sweden","[57.7072326, 11.9670171]"
Journey to the West,Tsai Ming-liang,2014,6,Alin Tasciyan,Star,Turkey,/name/nm0158857/,"Kuching, Sarawak, Malaysia","[1.5574127, 110.3439862]"
The 3 Rooms of Melancholia,Pirjo Honkasalo,2004,7,Alin Tasciyan,Star,Turkey,/name/nm0393345/,"Helsinki, Finland","[60.1674881, 24.9427473]"
The Gleaners and I,Agnès Varda,2000,8,Alin Tasciyan,Star,Turkey,/name/nm0889513/,"Ixelles, Belgium","[50.8331141, 4.3668279]"
Spirited Away,Hayao Miyazaki,2001,9,Alin Tasciyan,Star,Turkey,/name/nm0594503/,"Tokyo, Japan","[35.6828387, 139.7594549]"
Japon,Carlos Reygadas,2002,10,Alin Tasciyan,Star,Turkey,/name/nm1196161/,"Mexico City, Distrito Federal, Mexico","[19.4239552, -99.1757289]"
Blue Is the Warmest Color,Abdellatif Kechiche,2013,1,Charles Taylor,The Yale Review,US,/name/nm0444244/,"Tunis, Tunisia","[33.8439408, 9.400138]"
Only Lovers Left Alive,Jim Jarmusch,2013,2,Charles Taylor,The Yale Review,US,/name/nm0000464/,"Akron, Ohio, USA","[41.083064, -81.518485]"
Mulholland Drive,David Lynch,2001,3,Charles Taylor,The Yale Review,US,/name/nm0000186/,"Missoula, Montana, USA","[46.8701049, -113.995267]"
Somewhere,Sofia Coppola,2010,4,Charles Taylor,The Yale Review,US,/name/nm0001068/,"New York City, New York, USA","[40.7127281, -74.0060152]"
25th Hour,Spike Lee,2002,5,Charles Taylor,The Yale Review,US,/name/nm0000490/,"Atlanta, Georgia, USA","[33.7489924, -84.3902644]"
Inglourious Basterds,Quentin Tarantino,2009,6,Charles Taylor,The Yale Review,US,/name/nm0000233/,"Knoxville, Tennessee, USA","[35.9603948, -83.9210261]"
The Artist,Michel Hazanavicius,2011,7,Charles Taylor,The Yale Review,US,/name/nm0371890/,"Paris, France","[48.8588897, 2.3200410217200766]"
Phoenix,Christian Petzold,2014,8,Charles Taylor,The Yale Review,US,/name/nm0678857/,"Hilden, North Rhine-Westphalia, Germany","[51.1674417, 6.9307271]"
Femme Fatale,Brian De Palma,2002,9,Charles Taylor,The Yale Review,US,/name/nm0000361/,"Newark, New Jersey, USA","[40.735657, -74.1723667]"
Fantastic Mr Fox,Wes Anderson,2009,10,Charles Taylor,The Yale Review,US,/name/nm0027572/,"Houston, Texas, USA","[29.7589382, -95.3676974]"
Neighboring Sounds,Kleber Mendonça Filho,2012,1,Ella Taylor,NPR.org,US,/name/nm2207625/,"Recife, Pernambuco, Brazil","[-8.0584933, -34.8848193]"
The Master,Paul Thomas Anderson,2012,2,Ella Taylor,NPR.org,US,/name/nm0000759/,"Studio City, California, USA","[34.1483989, -118.3961877]"
The Band’s Visit,Eran Kolirin,2007,3,Ella Taylor,NPR.org,US,/name/nm0464115/,"Holon, Israel","[32.015910399999996, 34.78581210180328]"
Time Out,Laurent Cantet,2001,4,Ella Taylor,NPR.org,US,/name/nm0134559/,"Melle, Deux-Sevres, France","[46.23181635, -0.1395367196316273]"
Margaret,Kenneth Lonergan,2011,5,Ella Taylor,NPR.org,US,/name/nm0518836/,"New York City, New York, USA","[40.7127281, -74.0060152]"
Ratatouille,Brad Bird and Jan Pinkava,2007,6,Ella Taylor,NPR.org,US,,,"[46.3144754, 11.0480288]"
Burning Bush,Agnieszka Holland,2013,7,Ella Taylor,NPR.org,US,/name/nm0002140/,"Warsaw, Mazowieckie, Poland","[52.2319581, 21.0067249]"
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,8,Ella Taylor,NPR.org,US,/name/nm0612816/,"Iasi, Romania","[47.1615341, 27.5836142]"
Leviathan,Andrey Zvyagintsev,2014,9,Ella Taylor,NPR.org,US,/name/nm1168657/,"Novosibirsk, Novosibirskaya oblast, Russia","[54.8053593, 83.0887559]"
Barbara,Christian Petzold,2012,10,Ella Taylor,NPR.org,US,/name/nm0678857/,"Hilden, North Rhine-Westphalia, Germany","[51.1674417, 6.9307271]"
The Assassin,Hou Hsiao-hsien,2015,1,Stephen Teo,Nanyang Techological University,Singapore,/name/nm0396284/,"Meixian, Guangdong, China","[24.4146228, 116.2342558]"
The Grand Budapest Hotel,Wes Anderson,2014,2,Stephen Teo,Nanyang Techological University,Singapore,/name/nm0027572/,"Houston, Texas, USA","[29.7589382, -95.3676974]"
Inception,Christopher Nolan,2010,3,Stephen Teo,Nanyang Techological University,Singapore,/name/nm0634240/,"London, England, UK","[51.5073219, -0.1276474]"
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,4,Stephen Teo,Nanyang Techological University,Singapore,/name/nm0917405/,"Bangkok, Thailand","[13.7525438, 100.4934734]"
The Act of Killing,Joshua Oppenheimer,2012,5,Stephen Teo,Nanyang Techological University,Singapore,/name/nm1484791/,"Texas, USA","[31.168570000000003, -99.68300099546674]"
No Country For Old Men,Joel and Ethan Coen,2007,6,Stephen Teo,Nanyang Techological University,Singapore,,,"[46.3144754, 11.0480288]"
A Tale of Two Sisters,Kim Jee-woon,2003,7,Stephen Teo,Nanyang Techological University,Singapore,/name/nm0453518/,"Seoul, South Korea","[37.5666791, 126.9782914]"
Still Life,Jia Zhangke,2006,8,Stephen Teo,Nanyang Techological University,Singapore,/name/nm0422605/,"Fenyang, Shanxi, China","[37.2683004, 111.7830029]"
Spirited Away,Hayao Miyazaki,2001,9,Stephen Teo,Nanyang Techological University,Singapore,/name/nm0594503/,"Tokyo, Japan","[35.6828387, 139.7594549]"
In the Mood for Love,Wong Kar-wai,2000,10,Stephen Teo,Nanyang Techological University,Singapore,/name/nm0939182/,"Shanghai, China","[31.2322758, 121.4692071]"
Goodbye to Language,Jean-Luc Godard,2014,1,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0000419/,"Paris, France","[48.8588897, 2.3200410217200766]"
Russian Ark,Aleksandr Sokurov,2002,2,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0812546/,"Podorvikha, Irkutskaya oblast, Russia",
Holy Motors,Leos Carax,2012,3,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0136021/,"Suresnes, Hauts-de-Seine, France","[48.8709053, 2.2255727]"
In the Mood for Love,Wong Kar-wai,2000,4,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0939182/,"Shanghai, China","[31.2322758, 121.4692071]"
Gravity,Alfonso Cuarón,2013,5,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0190859/,"Mexico City, Distrito Federal, Mexico","[19.4239552, -99.1757289]"
There Will Be Blood,Paul Thomas Anderson,2007,6,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0000759/,"Studio City, California, USA","[34.1483989, -118.3961877]"
About Elly,Asghar Farhadi,2009,7,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm1410815/,"Khomeyni Shahr, Isfahan, Iran","[32.6938201, 51.5254892]"
Moonrise Kingdom,Wes Anderson,2012,8,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0027572/,"Houston, Texas, USA","[29.7589382, -95.3676974]"
The Headless Woman,Lucrecia Martel,2008,9,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0551506/,"Salta, Argentina","[-25.1076701, -64.3494964]"
Pan's Labyrinth,Guillermo Del Toro,2006,10,Kristin Thompson,University of Wisconsin-Madison,US,/name/nm0868219/,"Guadalajara, Jalisco, Mexico","[20.6720375, -103.338396]"
The Tree of Life,Terrence Malick,2011,1,Scott Tobias,Freelance film critic,US,/name/nm0000517/,"Ottawa, Illinois, USA","[41.3516628, -88.845436]"
