movie,director,m_year,crit_rank,critic,crit_org,crit_cn,link,dominant_lang
WALL-E,Andrew Stanton,2008,8,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/title/tt0910970/,English
Bowling for Columbine,Michael Moore,2002,9,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/title/tt0310793/,English
Children of Men,Alfonso Cuarón,2006,10,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/title/tt0206634/,English
Mulholland Drive,David Lynch,2001,1,Fernanda Solórzano,Letras Libres Magazine,Mexico,/title/tt0166924/,English
Son of Saul,László Nemes,2015,2,Fernanda Solórzano,Letras Libres Magazine,Mexico,/title/tt3808342/,Hungarian
Ida,PaweÅ Pawlikowski,2013,3,Fernanda Solórzano,Letras Libres Magazine,Mexico,/title/tt1869716/,English
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,4,Fernanda Solórzano,Letras Libres Magazine,Mexico,/title/tt0338013/,English
The White Ribbon,Michael Haneke,2009,5,Fernanda Solórzano,Letras Libres Magazine,Mexico,/title/tt1149362/,German
Still Walking,Hirokazu Koreeda,2008,6,Fernanda Solórzano,Letras Libres Magazine,Mexico,/title/tt1087578/,Japanese
The Act of Killing,Joshua Oppenheimer,2012,7,Fernanda Solórzano,Letras Libres Magazine,Mexico,/title/tt2375605/,Indonesian
Dogville,Lars von Trier,2003,8,Fernanda Solórzano,Letras Libres Magazine,Mexico,/title/tt0276919/,English
Birdman,Alejandro González Iñárritu,2014,9,Fernanda Solórzano,Letras Libres Magazine,Mexico,/title/tt2562232/,English
Grizzly Man,Werner Herzog,2005,10,Fernanda Solórzano,Letras Libres Magazine,Mexico,/title/tt0427312/,English
Amour,Michael Haneke,2012,1,David Stratton,The Australian,Australia,/title/tt1602620/,French
Distant,Nuri Bilge Ceylan,2002,2,David Stratton,The Australian,Australia,/title/tt9883398/,English
A Separation,Asghar Farhadi,2011,3,David Stratton,The Australian,Australia,/title/tt1832382/,Persian
Samson & Delilah,Warwick Thornton,2009,4,David Stratton,The Australian,Australia,/title/tt6951892/,English
Leviathan,Andrey Zvyagintsev,2014,5,David Stratton,The Australian,Australia,/title/tt0097737/,English
Still Walking,Hirokazu Koreeda,2008,6,David Stratton,The Australian,Australia,/title/tt1087578/,Japanese
Talk to Her,Pedro Almodóvar,2002,7,David Stratton,The Australian,Australia,/title/tt0287467/,Spanish
Million Dollar Baby,Clint Eastwood,2004,8,David Stratton,The Australian,Australia,/title/tt0405159/,English
No Country For Old Men,Joel and Ethan Coen,2007,9,David Stratton,The Australian,Australia,/title/tt0477348/,English
The Man Without A Past,Aki Kaurismäki,2002,10,David Stratton,The Australian,Australia,/title/tt0311519/,Finnish
Mysteries of Lisbon,Raoul Ruiz,2010,1,Cédric Succivalli,International Cinephile Society,Italy,/title/tt1236371/,Portuguese
Margaret,Kenneth Lonergan,2011,2,Cédric Succivalli,International Cinephile Society,Italy,/title/tt3777860/,English
The New World,Terrence Malick,2005,3,Cédric Succivalli,International Cinephile Society,Italy,/title/tt0402399/,English
Secret Things,Jean-Claude Brisseau,2002,4,Cédric Succivalli,International Cinephile Society,Italy,/title/tt0287963/,French
La Ciénaga,Lucrecia Martel,2001,5,Cédric Succivalli,International Cinephile Society,Italy,/title/tt0240419/,Spanish
Toni Erdmann,Maren Ade,2016,6,Cédric Succivalli,International Cinephile Society,Italy,/title/tt4048272/,German
In the Family,Patrick Wang,2011,7,Cédric Succivalli,International Cinephile Society,Italy,/title/tt7642818/,Turkish
Tabu,Miguel Gomes,2012,8,Cédric Succivalli,International Cinephile Society,Italy,/title/tt3647998/,English
Gerry,Gus Van Sant,2002,9,Cédric Succivalli,International Cinephile Society,Italy,/title/tt0302674/,English
Tropical Malady,Apichatpong Weerasethakul,2004,10,Cédric Succivalli,International Cinephile Society,Italy,/title/tt0381668/,Thai
The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011,1,Alin Tasciyan,Star,Turkey,/title/tt1316540/,Hungarian
The Return,Andrey Zvyagintsev,2003,2,Alin Tasciyan,Star,Turkey,/title/tt0441909/,Spanish
The White Ribbon,Michael Haneke,2009,3,Alin Tasciyan,Star,Turkey,/title/tt1149362/,German
In the Mood for Love,Wong Kar-wai,2000,4,Alin Tasciyan,Star,Turkey,/title/tt0118694/,Cantonese
Songs from the Second Floor,Roy Andersson,2000,5,Alin Tasciyan,Star,Turkey,/title/tt0120263/,Swedish
Journey to the West,Tsai Ming-liang,2014,6,Alin Tasciyan,Star,Turkey,/title/tt2017561/,Mandarin
The 3 Rooms of Melancholia,Pirjo Honkasalo,2004,7,Alin Tasciyan,Star,Turkey,/title/tt0424272/,Russian
The Gleaners and I,Agnès Varda,2000,8,Alin Tasciyan,Star,Turkey,/title/tt0247380/,French
Spirited Away,Hayao Miyazaki,2001,9,Alin Tasciyan,Star,Turkey,/title/tt0245429/,Japanese
Japon,Carlos Reygadas,2002,10,Alin Tasciyan,Star,Turkey,/title/tt0322824/,Spanish
Blue Is the Warmest Color,Abdellatif Kechiche,2013,1,Charles Taylor,The Yale Review,US,/title/tt2278871/,French
Only Lovers Left Alive,Jim Jarmusch,2013,2,Charles Taylor,The Yale Review,US,/title/tt1714915/,English
Mulholland Drive,David Lynch,2001,3,Charles Taylor,The Yale Review,US,/title/tt0166924/,English
Somewhere,Sofia Coppola,2010,4,Charles Taylor,The Yale Review,US,/title/tt1421051/,English
25th Hour,Spike Lee,2002,5,Charles Taylor,The Yale Review,US,/title/tt0307901/,English
Inglourious Basterds,Quentin Tarantino,2009,6,Charles Taylor,The Yale Review,US,/title/tt0361748/,English
The Artist,Michel Hazanavicius,2011,7,Charles Taylor,The Yale Review,US,/title/tt1655442/,English
Phoenix,Christian Petzold,2014,8,Charles Taylor,The Yale Review,US,/title/tt2764784/,German
Femme Fatale,Brian De Palma,2002,9,Charles Taylor,The Yale Review,US,/title/tt0280665/,English
Fantastic Mr Fox,Wes Anderson,2009,10,Charles Taylor,The Yale Review,US,/title/tt1531905/,English
Neighboring Sounds,Kleber Mendonça Filho,2012,1,Ella Taylor,NPR.org,US,/title/tt2190367/,Portuguese
The Master,Paul Thomas Anderson,2012,2,Ella Taylor,NPR.org,US,/title/tt1560747/,English
The Band’s Visit,Eran Kolirin,2007,3,Ella Taylor,NPR.org,US,/title/tt1032856/,Hebrew
Time Out,Laurent Cantet,2001,4,Ella Taylor,NPR.org,US,/title/tt1637688/,English
Margaret,Kenneth Lonergan,2011,5,Ella Taylor,NPR.org,US,/title/tt3777860/,English
Ratatouille,Brad Bird and Jan Pinkava,2007,6,Ella Taylor,NPR.org,US,/title/tt0382932/,English
Burning Bush,Agnieszka Holland,2013,7,Ella Taylor,NPR.org,US,/title/tt2280344/,Czech
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,8,Ella Taylor,NPR.org,US,/title/tt1032846/,Romanian
Leviathan,Andrey Zvyagintsev,2014,9,Ella Taylor,NPR.org,US,/title/tt0097737/,English
Barbara,Christian Petzold,2012,10,Ella Taylor,NPR.org,US,/title/tt2178941/,German
The Assassin,Hou Hsiao-hsien,2015,1,Stephen Teo,Nanyang Techological University,Singapore,/title/tt0107843/,English
The Grand Budapest Hotel,Wes Anderson,2014,2,Stephen Teo,Nanyang Techological University,Singapore,/title/tt2278388/,English
Inception,Christopher Nolan,2010,3,Stephen Teo,Nanyang Techological University,Singapore,/title/tt1375666/,English
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,4,Stephen Teo,Nanyang Techological University,Singapore,/title/tt1588895/,Thai
The Act of Killing,Joshua Oppenheimer,2012,5,Stephen Teo,Nanyang Techological University,Singapore,/title/tt2375605/,Indonesian
No Country For Old Men,Joel and Ethan Coen,2007,6,Stephen Teo,Nanyang Techological University,Singapore,/title/tt0477348/,English
A Tale of Two Sisters,Kim Jee-woon,2003,7,Stephen Teo,Nanyang Techological University,Singapore,/title/tt0365376/,Korean
Still Life,Jia Zhangke,2006,8,Stephen Teo,Nanyang Techological University,Singapore,/title/tt2395417/,English
Spirited Away,Hayao Miyazaki,2001,9,Stephen Teo,Nanyang Techological University,Singapore,/title/tt0245429/,Japanese
In the Mood for Love,Wong Kar-wai,2000,10,Stephen Teo,Nanyang Techological University,Singapore,/title/tt0118694/,Cantonese
Goodbye to Language,Jean-Luc Godard,2014,1,Kristin Thompson,University of Wisconsin-Madison,US,/title/tt2400275/,French
Russian Ark,Aleksandr Sokurov,2002,2,Kristin Thompson,University of Wisconsin-Madison,US,/title/tt0318034/,Russian
Holy Motors,Leos Carax,2012,3,Kristin Thompson,University of Wisconsin-Madison,US,/title/tt2076220/,French
In the Mood for Love,Wong Kar-wai,2000,4,Kristin Thompson,University of Wisconsin-Madison,US,/title/tt0118694/,Cantonese
Gravity,Alfonso Cuarón,2013,5,Kristin Thompson,University of Wisconsin-Madison,US,/title/tt1454468/,English
There Will Be Blood,Paul Thomas Anderson,2007,6,Kristin Thompson,University of Wisconsin-Madison,US,/title/tt0469494/,English
About Elly,Asghar Farhadi,2009,7,Kristin Thompson,University of Wisconsin-Madison,US,/title/tt1360860/,Persian
Moonrise Kingdom,Wes Anderson,2012,8,Kristin Thompson,University of Wisconsin-Madison,US,/title/tt1748122/,English
The Headless Woman,Lucrecia Martel,2008,9,Kristin Thompson,University of Wisconsin-Madison,US,/title/tt1221141/,Spanish
Pan's Labyrinth,Guillermo Del Toro,2006,10,Kristin Thompson,University of Wisconsin-Madison,US,/title/tt0457430/,Spanish
The Tree of Life,Terrence Malick,2011,1,Scott Tobias,Freelance film critic,US,/title/tt0478304/,English
Boyhood,Richard Linklater,2014,2,Scott Tobias,Freelance film critic,US,/title/tt1065073/,English
Zodiac,David Fincher,2007,3,Scott Tobias,Freelance film critic,US,/title/tt0443706/,English
Yi Yi: A One and a Two,Edward Yang,2000,4,Scott Tobias,Freelance film critic,US,/title/tt0244316/,Mandarin
Margaret,Kenneth Lonergan,2011,5,Scott Tobias,Freelance film critic,US,/title/tt3777860/,English
Meek's Cutoff,Kelly Reichardt,2010,6,Scott Tobias,Freelance film critic,US,/title/tt1518812/,English
25th Hour,Spike Lee,2002,7,Scott Tobias,Freelance film critic,US,/title/tt0307901/,English
A Separation,Asghar Farhadi,2011,8,Scott Tobias,Freelance film critic,US,/title/tt1832382/,Persian
Certified Copy,Abbas Kiarostami,2010,9,Scott Tobias,Freelance film critic,US,/title/tt1020773/,French
There Will Be Blood,Paul Thomas Anderson,2007,10,Scott Tobias,Freelance film critic,US,/title/tt0469494/,English
Mulholland Drive,David Lynch,2001,1,Peter Travers,Rolling Stone,US,/title/tt0166924/,English
There Will Be Blood,Paul Thomas Anderson,2007,2,Peter Travers,Rolling Stone,US,/title/tt0469494/,English
No Country For Old Men,Joel and Ethan Coen,2007,3,Peter Travers,Rolling Stone,US,/title/tt0477348/,English
The Social Network,David Fincher,2010,4,Peter Travers,Rolling Stone,US,/title/tt1285016/,English
Children of Men,Alfonso Cuarón,2006,5,Peter Travers,Rolling Stone,US,/title/tt0206634/,English
The Departed,Martin Scorsese,2006,6,Peter Travers,Rolling Stone,US,/title/tt0407887/,English
In the Mood for Love,Wong Kar-wai,2000,7,Peter Travers,Rolling Stone,US,/title/tt0118694/,Cantonese
12 Years a Slave,Steve McQueen,2013,8,Peter Travers,Rolling Stone,US,/title/tt2024544/,English
Memento,Christopher Nolan,2000,9,Peter Travers,Rolling Stone,US,/title/tt0209144/,English
Manchester by the Sea,Kenneth Lonergan,2016,10,Peter Travers,Rolling Stone,US,/title/tt4034228/,English
The Dark Knight,Christopher Nolan,2008,1,Brian Truitt,USA Today,US,/title/tt0468569/,English
Mad Max: Fury Road,George Miller,2015,2,Brian Truitt,USA Today,US,/title/tt1392190/,English
Captain America: Winter Soldier,Anthony and Joe Russo,2014,3,Brian Truitt,USA Today,US,/title/tt8008580/,
Star Wars: Episode VII – The Force Awakens,J. J. Abrams,2015,4,Brian Truitt,USA Today,US,/title/tt2488496/,English
Love Actually,Richard Curtis,2003,5,Brian Truitt,USA Today,US,/title/tt0314331/,English
Brick,Rian Johnson,2005,6,Brian Truitt,USA Today,US,/title/tt1623205/,English
Chicago,Rob Marshall,2002,7,Brian Truitt,USA Today,US,/title/tt0299658/,English
Tropic Thunder,Ben Stiller,2008,8,Brian Truitt,USA Today,US,/title/tt0942385/,English
High Fidelity,Stephen Frears,2000,9,Brian Truitt,USA Today,US,/title/tt0146882/,English
Silver Linings Playbook,David O. Russell,2012,10,Brian Truitt,USA Today,US,/title/tt1045658/,English
City of God,Fernando Meirelles and Kátia Lund,2002,1,Rahul Verma,Freelance film critic,UK,/title/tt0317248/,Portuguese
The Dark Knight,Christopher Nolan,2008,2,Rahul Verma,Freelance film critic,UK,/title/tt0468569/,English
Pan's Labyrinth,Guillermo Del Toro,2006,3,Rahul Verma,Freelance film critic,UK,/title/tt0457430/,Spanish
The Lives of Others,Florian Henckel von Donnersmarck,2006,4,Rahul Verma,Freelance film critic,UK,/title/tt0405094/,German
Four Lions,Christopher Morris,2010,5,Rahul Verma,Freelance film critic,UK,/title/tt1341167/,English
Amores Perros,Alejandro González Iñárritu,2000,6,Rahul Verma,Freelance film critic,UK,/title/tt0245712/,Spanish
Gangs of Wasseypur,Anurag Kashyap,2012,7,Rahul Verma,Freelance film critic,UK,/title/tt1954470/,Hindi
District 9,Neill Blomkamp,2009,8,Rahul Verma,Freelance film critic,UK,/title/tt1136608/,English
Lagaan: Once Upon a Time in India,Ashutosh Gowariker,2001,9,Rahul Verma,Freelance film critic,UK,/title/tt0169102/,Hindi
This Is England,Shane Meadows,2006,10,Rahul Verma,Freelance film critic,UK,/title/tt0480025/,English
Mulholland Drive,David Lynch,2001,1,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/title/tt0166924/,English
The Assassin,Hou Hsiao-hsien,2015,2,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/title/tt0107843/,English
A Separation,Asghar Farhadi,2011,3,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/title/tt1832382/,Persian
Moulin Rouge!,Baz Luhrmann,2001,4,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/title/tt0203009/,English
Tropical Malady,Apichatpong Weerasethakul,2004,5,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/title/tt0381668/,Thai
In the Mood for Love,Wong Kar-wai,2000,6,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/title/tt0118694/,Cantonese
Spirited Away,Hayao Miyazaki,2001,7,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/title/tt0245429/,Japanese
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,8,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/title/tt1032846/,Romanian
Yi Yi: A One and a Two,Edward Yang,2000,9,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/title/tt0244316/,Mandarin
Bowling for Columbine,Michael Moore,2002,10,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,/title/tt0310793/,English
Shame,Steve McQueen,2011,1,Stephen Whitty,Freelance film critic,US,/title/tt1723811/,English
There Will Be Blood,Paul Thomas Anderson,2007,2,Stephen Whitty,Freelance film critic,US,/title/tt0469494/,English
Pan's Labyrinth,Guillermo Del Toro,2006,3,Stephen Whitty,Freelance film critic,US,/title/tt0457430/,Spanish
The Skin I Live In,Pedro Almodóvar,2011,4,Stephen Whitty,Freelance film critic,US,/title/tt1189073/,Spanish
Boyhood,Richard Linklater,2014,5,Stephen Whitty,Freelance film critic,US,/title/tt1065073/,English
The Hurt Locker,Kathryn Bigelow,2008,6,Stephen Whitty,Freelance film critic,US,/title/tt0887912/,English
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,7,Stephen Whitty,Freelance film critic,US,/title/tt1032846/,Romanian
A Separation,Asghar Farhadi,2011,8,Stephen Whitty,Freelance film critic,US,/title/tt1832382/,Persian
The Royal Tenenbaums,Wes Anderson,2001,9,Stephen Whitty,Freelance film critic,US,/title/tt0265666/,English
No Country For Old Men,Joel and Ethan Coen,2007,10,Stephen Whitty,Freelance film critic,US,/title/tt0477348/,English
No Country For Old Men,Joel and Ethan Coen,2007,1,Alissa Wilkinson,Christianity Today,US,/title/tt0477348/,English
There Will Be Blood,Paul Thomas Anderson,2007,2,Alissa Wilkinson,Christianity Today,US,/title/tt0469494/,English
WALL-E,Andrew Stanton,2008,3,Alissa Wilkinson,Christianity Today,US,/title/tt0910970/,English
Spotlight,Tom McCarthy,2015,4,Alissa Wilkinson,Christianity Today,US,/title/tt1895587/,English
Once,John Carney,2007,5,Alissa Wilkinson,Christianity Today,US,/title/tt0907657/,English
The Social Network,David Fincher,2010,6,Alissa Wilkinson,Christianity Today,US,/title/tt1285016/,English
The Act of Killing,Joshua Oppenheimer,2012,7,Alissa Wilkinson,Christianity Today,US,/title/tt2375605/,Indonesian
Mad Max: Fury Road,George Miller,2015,8,Alissa Wilkinson,Christianity Today,US,/title/tt1392190/,English
Selma,Ava DuVernay,2014,9,Alissa Wilkinson,Christianity Today,US,/title/tt1020072/,English
Yi Yi: A One and a Two,Edward Yang,2000,10,Alissa Wilkinson,Christianity Today,US,/title/tt0244316/,Mandarin
Like Someone In Love,Abbas Kiarostami,2012,1,Jake Wilson,Fairfax Media,Australia,/title/tt1843287/,Japanese
AI: Artificial Intelligence,Steven Spielberg,2001,2,Jake Wilson,Fairfax Media,Australia,/title/tt0212720/,English
The Story of Marie and Julien,Jacques Rivette,2003,3,Jake Wilson,Fairfax Media,Australia,/title/tt0339357/,French
The Deep Blue Sea,Terence Davies,2011,4,Jake Wilson,Fairfax Media,Australia,/title/tt1700844/,English
Film socialisme,Jean-Luc Godard,2010,5,Jake Wilson,Fairfax Media,Australia,/title/tt1438535/,French
The Tree of Life,Terrence Malick,2011,6,Jake Wilson,Fairfax Media,Australia,/title/tt0478304/,English
Blissfully Yours,Apichatpong Weerasethakul,2002,7,Jake Wilson,Fairfax Media,Australia,/title/tt0317171/,Thai
Be Kind Rewind,Michel Gondry,2008,8,Jake Wilson,Fairfax Media,Australia,/title/tt0799934/,English
Frontier of Dawn,Philippe Garrel,2008,9,Jake Wilson,Fairfax Media,Australia,/title/tt1073535/,French
I Don't Want to Sleep Alone,Tsai Ming-liang,2006,10,Jake Wilson,Fairfax Media,Australia,/title/tt0855824/,Min Nan
Mulholland Drive,David Lynch,2001,1,Stephanie Zacharek,Time Magazine,US,/title/tt0166924/,English
Kings and Queen,Arnaud Desplechin,2004,2,Stephanie Zacharek,Time Magazine,US,/title/tt0344273/,French
Yi Yi: A One and a Two,Edward Yang,2000,3,Stephanie Zacharek,Time Magazine,US,/title/tt0244316/,Mandarin
Oldboy,Park Chan-wook,2003,4,Stephanie Zacharek,Time Magazine,US,/title/tt0364569/,Korean
Antichrist,Lars von Trier,2009,5,Stephanie Zacharek,Time Magazine,US,/title/tt0870984/,English
Children of Men,Alfonso Cuarón,2006,6,Stephanie Zacharek,Time Magazine,US,/title/tt0206634/,English
Lost in Translation,Sofia Coppola,2003,7,Stephanie Zacharek,Time Magazine,US,/title/tt0335266/,English
Femme Fatale,Brian De Palma,2002,8,Stephanie Zacharek,Time Magazine,US,/title/tt0280665/,English
Casino Royale,Martin Campbell,2006,9,Stephanie Zacharek,Time Magazine,US,/title/tt0381061/,English
Blue Is the Warmest Color,Abdellatif Kechiche,2013,10,Stephanie Zacharek,Time Magazine,US,/title/tt2278871/,French
In the Mood for Love,Wong Kar-wai,2000,1,Chadi Zeneddine,Doha Film Institute,Qatar,/title/tt0118694/,Cantonese
The Tree of Life,Terrence Malick,2011,2,Chadi Zeneddine,Doha Film Institute,Qatar,/title/tt0478304/,English
A Prophet,Jacques Audiard,2009,3,Chadi Zeneddine,Doha Film Institute,Qatar,/title/tt1235166/,French
Amélie,Jean-Pierre Jeunet,2001,4,Chadi Zeneddine,Doha Film Institute,Qatar,/title/tt0211915/,French
Spirited Away,Hayao Miyazaki,2001,5,Chadi Zeneddine,Doha Film Institute,Qatar,/title/tt0245429/,Japanese
Brokeback Mountain,Ang Lee,2005,6,Chadi Zeneddine,Doha Film Institute,Qatar,/title/tt0388795/,English
Talk to Her,Pedro Almodóvar,2002,7,Chadi Zeneddine,Doha Film Institute,Qatar,/title/tt0287467/,Spanish
Mulholland Drive,David Lynch,2001,8,Chadi Zeneddine,Doha Film Institute,Qatar,/title/tt0166924/,English
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,9,Chadi Zeneddine,Doha Film Institute,Qatar,/title/tt0338013/,English
